RMSE,MAE,R2,MAPE_%,sMAPE_%,WAPE_%
2058385.9430938794,160302.3899641866,0.0163895702478426,130073587560.54831,105.24271527347923,90.37541904591696
1820183.2727001072,127175.64418157731,0.3000178852964872,121067873411.06808,105.45891063636215,83.24834863135538
2032350.6827956298,158117.45682880457,0.03365264886720398,150863406101.8554,105.01300117130208,89.37590095640769
2129899.161975975,165457.23553797108,0.15873881349081193,121153249829.43784,104.98231600104293,88.49409203512762
1737433.9285423907,133690.91446594414,0.19308974144034902,234255367098.9417,103.62088097744481,85.98325963981662
2594224.006982596,169014.96066913914,-0.3324016826884676,447201190338.0715,104.78153776361451,96.7831457121269
2055323.0051793999,159721.76494540117,-0.23087316621892753,153982845269.1698,104.60884842508753,93.42271050874061
1934917.289270503,159004.70816240838,-0.05756033157134349,249025114907.82477,105.16168744882793,92.24767369996668
1616784.3889442037,133618.71773263137,0.21532398749433537,127295023334.552,104.93707808579093,85.57334147175706
1091556.4135844395,121163.89641848624,0.3248520742511888,447038324985.2226,104.61922620387779,83.0723420948649
1071920.596034831,121144.41817414926,0.25729209183690754,113883417758.55862,104.69469787418956,85.05865271740227
1536475.3424458662,125804.09676496097,0.24818814014315438,151168837188.32245,104.62129669061562,87.7421120786074
2576862.178039547,176473.32332744455,-0.024947541030501952,95686932204.85791,104.0301831079423,93.28803743769019
1694281.301358025,131410.8855256352,0.149194888855235,227912116425.53333,104.74624093308604,86.34171228957165
2632249.899856426,184125.79188001802,0.08277715873008701,32793215880.710667,104.6278421841872,92.1986940220535
2481995.004680616,167510.51837870927,-0.12073179392904429,389117796551.1049,105.93509512731345,95.26601413029671
2327815.082734146,164514.23617152259,-0.5847574413600654,284736297741.5201,106.0249965750831,99.83194530960702
1562995.8442058614,119531.16104343967,0.12731823379358223,266284998853.87723,105.69407504502742,89.06333741998702
1694589.2938661613,145656.25037270127,0.21147786094255697,233151436063.04712,104.32636269852884,86.8991130244203
2360211.094948913,157988.510037178,-0.18593261726029126,177366771766.3618,104.8525869048397,95.20652750537188
2735448.6651543304,181637.59676334966,-0.2167835616109491,273523376678.4848,105.19645896655383,96.89523645936751
1911888.746208535,118668.46708048417,-0.4139680994856132,36121917158.665085,104.18920737189076,91.54635689432179
2166169.9536427422,166205.15244152467,0.04534118072053153,221415002001.8062,103.9263884564467,87.19161013946447
1997733.136394558,147707.63791929663,-0.39579804509808125,221471015354.67996,105.03888849629978,94.76961875354857
2835137.003763907,203705.77273247147,-0.0007871164705994527,383595814154.95483,104.04863626909241,92.6104684556124
2166115.6728878575,139036.8135188309,0.06722970642898662,28885289223.677395,104.77615571769203,88.79636354752127
1401566.5352338513,142797.25310505234,0.17484373366082123,40062002302.3436,105.19944125464255,85.90922867178352
2606311.9213437526,177689.67218701122,-0.06440668084749454,15457379276.315556,104.8443589267029,94.11303423928973
1242187.1814648435,114345.07153875586,0.1303588177375779,94473534375.7206,104.88437850536333,87.8327583258073
1716935.9085471798,133321.0325888132,-0.04180288768302043,123016992492.33473,105.39598328012647,91.84566513381635
2283010.4066661475,156582.79509275255,-0.17174781611491663,359891265206.4046,104.21008152887808,93.42656395508317
2354959.719037944,159294.43165530096,0.04219730249603362,35961252061.90459,104.35963209893484,89.85709061980846
2001976.0876867594,141094.14701260225,-0.2973854432807225,14105606885.919138,104.25371728994864,90.79173628357405
2128182.187091431,150929.58304078496,0.011744804433110434,191034264578.11972,104.51387072620354,91.08403022976947
1943890.7280031368,134855.32739266264,0.014495847844235438,41461815554.59787,104.66645520226972,88.28428910865566
2054108.5778534925,147367.90297068542,-0.2648414247851663,116042451920.39719,104.92046769558027,91.60804358461183
2799841.5266071404,188554.38151771147,0.005654058211137486,60938153130.48161,104.08262947237914,89.99536632745125
1718467.6900210332,148832.9630744615,0.19602004192466052,166109200531.9654,104.505987226549,88.14680105005169
1749216.1477457578,142635.16800752387,-0.10902759368909437,386414266267.69934,104.88719239090057,91.25247767235207
1680373.9483503778,126843.60381478874,-0.19842517502018142,138521686122.7045,105.03411835070807,93.99471101424017
1620537.1548498485,122965.40072650366,-0.11555630319286209,144992854699.0164,104.89670884339913,93.13022601179475
1199801.591613711,117083.72960666838,0.23978466216229768,192256193159.25272,104.3006562930854,84.4470430626954
1317172.3325167152,134280.31666654893,0.174302280144207,125443216624.97394,105.21469236772549,86.82441141657611
2015736.5483714775,145672.34597999448,-0.39235872127179683,42103565829.18766,104.17092711598428,95.0506560939977
1984993.3887860726,140764.18881916086,0.09719903254262016,56413102994.21426,104.389198991574,89.88674451221922
1726605.8237194144,146126.1656130055,0.13957441273347226,14057263546.623524,104.29262739884317,87.76232278436244
2721600.4033669233,174375.07673565915,-0.17573061729461098,66058756855.10659,104.16511984496572,95.70650188264028
2530373.769798616,169808.44211947278,-0.0340115705772904,228299795852.35938,104.07270206428979,91.7267059245445
1496771.7387902031,111151.46900957855,0.1487173744338438,221208277730.30472,104.27748149101248,88.985409254371
1553190.6853593802,119575.48363340112,0.1952878777245018,125947907430.12949,104.5848415088434,86.13595997209461
1314842.7784636805,123688.0544990761,0.24119227252495745,140407154097.6451,104.25617674613956,84.78898576337453
2112099.0230556508,154487.65675677004,-0.30375557626912236,120678915464.54451,105.25896408988088,93.99755024732906
2614425.844665981,175741.62573282892,-0.28507992882164807,40320972644.29431,104.99687853111556,96.05545557159806
1666841.089578135,137172.6356778074,0.12086698767262014,169235631414.7147,104.77377778042666,89.36087065285489
2137910.0150557435,132984.7977914567,0.042957094905483106,287244890921.17957,104.39880512582546,89.10287176884543
2099273.7368692583,148801.11678860028,-0.24182724330306266,36671310825.16717,105.14567136113894,94.23171049789846
1675975.539728055,146477.12347525754,0.19384679265428761,267715956389.7129,105.45318460308027,90.37610540785498
1626101.6158043758,127080.75238591222,-0.040496636560415106,113810673496.5034,104.33507664548566,88.17657024639205
1159013.145203643,124606.4505369595,0.20680033223137503,143957747153.30606,105.12858940224208,87.46152063023588
1870697.221629228,127383.86685207166,0.1493328513022489,113318952179.93071,104.65886627063848,86.91846970164019
2360466.721196943,164674.0435862328,0.06299431073462142,164408154858.71942,104.84740109663393,89.74393659067448
2338351.086664431,163651.8131109384,-0.15108650834750417,139456734154.80704,104.50445443016639,94.6798553163622
1634072.9163858562,130437.41073314082,-0.24147065448980487,143104027906.01614,104.49309086323518,97.05218543138605
1693330.846441809,128626.0803914501,-0.0831826886986409,356385242679.4545,103.85743299578354,91.66600897834292
1135322.6452946537,116041.03530890701,0.22002313236645166,334519590041.63574,105.2132818685553,87.10600725888102
1809706.2529624766,144725.31368575164,-0.10014260885259119,121563035397.9625,105.65927955874494,93.72412779286631
1809347.131232025,151721.4086299536,0.028343269518507547,164792302513.44257,104.50243937677956,89.16694114965748
1519005.4538452309,119643.32329284906,0.17347956138959308,33183934567.835674,105.52368129528432,88.33100090302722
2831824.0000770143,183120.85556638602,-0.2103334671194287,70113420896.49396,105.88227591762049,97.46640363537561
2052483.8650378513,149988.70126013944,-0.0032236102748013917,499288084399.2019,104.21326690875557,90.49283947528781
2110966.8801310407,157669.9281496615,0.0891968465611353,115505074623.07729,105.10540633115767,86.39809180338419
2201115.6730619036,141213.88778021964,0.012562639021197669,141749266152.40237,105.48268738190872,91.26120692578706
1484280.2355120566,148183.91476995317,0.18113322734087145,80461096664.89153,105.62660513780048,87.49191666553254
2821699.625846246,185859.98294458445,-0.05085373900505305,91330489063.47205,104.26373958171615,93.25307018059483
1578258.5030455831,122310.69095701221,0.008482648836587059,153222170395.332,104.13227339115879,85.52740702339932
1236540.6224792066,117929.28881734711,0.1705552823336298,118110968993.75475,103.81097716974239,85.68577878280627
2604244.3266884563,176788.36962269666,-0.07912319436173768,47809773511.76675,104.52741985897481,94.47883919834777
2041098.6801309113,160382.7456287889,0.025185338606544067,113546561829.66116,104.5455067595992,90.51118894319606
1861516.223146955,147930.95960414846,0.113571351033291,170692063201.30542,104.52823470279131,89.41071212354481
2322540.963402639,166209.03555975697,-0.1461821325948839,38699551385.75004,104.24212650560139,93.7767746192135
2991046.8170659943,211910.8846323253,-0.10656638300087332,146959351022.15906,103.82948684450986,94.05981192867225
2072421.6079880446,138312.96420089345,-0.05524059973922091,150403485206.96173,105.528851442294,93.56491842243122
2386133.6380001456,177675.8112613032,-0.45067732601541566,143211770177.09116,105.96402823469772,96.14988222997273
2030678.659669125,150182.80288203206,0.06954225217456148,252156281688.07306,104.67735678266015,87.92528459921999
1982838.304888272,140047.39563810293,-0.006458903895190354,257967854082.83957,104.5147674017061,90.05469199737499
2021462.451572043,145163.06489268743,-0.053087646527812615,2582987518.892077,103.98007482372904,93.12114981841604
1856442.4083646545,146361.5146990803,-0.1082476795465997,116806592214.12804,104.92777876172524,91.60129781965819
2008751.3219977506,152835.98520650924,0.11428136887323995,68609070052.67338,104.54897761023079,91.64597107968336
2305423.9583206866,162209.2750287156,0.03440858052816925,120535616864.72197,105.29324964628827,89.95300790183204
2384276.212919129,152095.05264945,-0.58401091475221,124570897522.37009,105.03824095273744,103.6376547973722
1566158.329236417,116878.5095409134,-0.03680545608793681,186556034806.34756,103.79418740198373,89.5599685962229
2363893.8304708353,162452.40893093866,-0.16560426024107386,112821198819.91827,103.72002615399875,93.27391896567406
2243409.1135570724,153922.91337832465,-0.10726933204372116,67033793420.831985,103.5772607553875,91.32577721502697
2074293.63292259,158085.41431472145,-0.022079096134392823,265918891468.32236,103.85776184394535,92.19441516552021
2006403.351100464,156744.47005787503,0.009686354694859012,304331878799.565,104.13843983995766,89.7711344777505
2407163.144578863,174538.43181038936,-0.1590151604798711,127222609140.24696,106.03634989784825,94.84270527207988
1540953.009950126,124446.28489321409,0.163914262393283,55092582699.29452,104.70250256547428,86.85575067236061
1690393.1157264484,134914.63309168347,0.1269765086966501,223581753519.44482,104.66502758823573,88.42317632198144
1710614.4548675139,138944.34996484118,-0.020964948405520656,279135488650.20245,105.23767885762075,91.50774437449843
2377509.6511210185,150159.53123338142,0.07583331513855676,173270825280.51816,104.06980123711583,89.8559821813266
3227904.5651352364,225805.94171997873,-0.06927611749944199,393585776716.27454,104.6421780237081,93.43139617507525
1002918.0035700424,98476.47224495909,0.17715974720280317,7287346592.80896,104.73945760678728,88.49407415888477
1666548.1575955995,135688.46882262043,-0.008561581383539602,115951641640.26337,104.48675207330417,88.32257495770278
1180877.8370400807,115271.25227452125,0.16023477741446102,146694603696.0868,104.71876203982906,87.08900063183492
1766064.0232062864,137462.1021777468,-0.00982000504231495,120977255793.50812,105.59849941875001,88.73072157015277
948646.1936819599,100897.10967662462,0.17820055950572694,258490265041.16766,104.95938970676572,86.20315494601523
2227677.9431211175,133429.81095213597,0.037507097676137025,31970594083.395714,104.78683338479115,88.82406368137943
2546776.227776427,180348.25518132618,-0.29147275987893273,247267555206.06674,103.89067897761228,96.21597672325994
2358347.4169089044,157202.87177231416,-0.14274555433175387,139352248053.56897,104.19508835335691,92.88971534464162
1301829.3138569812,137039.94326341033,0.22333743537172224,119566417623.02176,104.75902129709462,89.48388750370123
2405297.6664355965,164394.403092855,-0.15920061050851542,9470124252.081188,105.25437924594974,94.87406773772709
1953591.143848806,138030.10587079078,-0.014039124384314816,9044787196.814163,104.03013251111625,88.53576360456586
1628722.1057709027,141843.49792645892,0.23118715938722453,8772299361.876871,105.58863085798832,85.4531811403572
2099036.179336126,150325.56846559767,-0.2810191414011999,13503119343.279715,104.71035435920366,95.25550553189797
1709473.744382764,149402.1350438184,0.2366859259746849,121050605777.15973,105.12363821341118,85.92551074502812
2241714.1709908294,145614.02437163104,-0.0015470810863447426,361360406870.31635,105.65613641574006,92.00690139195062
2024406.408660685,147087.19488695415,-0.009357861570934961,10867471731.380575,104.8158885288416,90.31270737620657
2061293.8107239432,157079.8053218043,-0.2937011035178493,290617549726.7632,105.16484944839004,96.29048701576222
2499769.3061853,171135.20568804088,-0.3914293975057946,445067711148.50977,106.03082803020489,99.53689113809364
2236703.536038538,166137.2481136058,-0.23966893623274374,170911935095.5937,104.13714515659984,95.32660989147047
2222246.173111282,144915.90203410978,-0.19788217341345887,304861940510.79834,104.28749190634356,94.8002830973343
2157576.759299524,141537.9160927115,0.11240169225779867,198699326397.02615,104.40352785887058,89.66135461502037
2043970.4122013482,137547.62121563408,-0.45876722059647806,166628749099.0913,103.97141125697584,97.75528336948913
2242582.225199795,165507.0838087633,0.21083015724952747,122735283157.12381,105.08471021103273,87.02140464004098
1874005.989279041,123274.42910508279,-0.01874590376115426,251614356108.5095,104.71079665065929,90.62335230561236
2947319.225027546,209886.74674996076,-0.28813749226607105,249628071034.2362,104.57431021227623,97.92356370992817
2093308.0354374866,162385.38263604452,-0.23010241651663094,122063846915.47546,104.39500592541819,92.59133661572955
2251353.1178123606,156891.7058551422,0.12223226779445442,29884488562.801483,104.11266119024657,89.15645797874396
2174075.3059572047,151911.3506072394,0.0647852040464924,120223335393.01256,105.01529908841005,89.08743594881498
1543432.3235628242,110503.89721808521,-0.19984964409824668,339408539302.75256,104.53923982351273,91.2420758651993
2041071.2265956108,137090.57964392268,-0.33818063983608965,7536768790.692414,103.96010301010512,94.59530752728058
2409538.298787019,184713.80272438398,-0.1454073961270404,301437410139.7702,106.17388998206111,95.48843528147725
1980182.4526294512,150497.98303933488,0.1607936363594516,84908237895.28493,103.65356312111724,86.58941583378653
2197512.243532724,154545.50459982464,0.039051261241777435,139583842303.50494,104.84019599564348,90.89112627790105
2548058.4990686895,147220.2391240788,-0.8030279059634797,35480212087.419914,104.94820585755897,103.26152715682367
1953457.3940259388,128006.264933667,-0.05331833670826608,164933958503.92697,103.66675166448839,91.33100556807787
2107159.9367366526,155574.08763335986,0.042706420226239244,254083550310.52243,104.65333316112773,89.83300459785744
1688780.1404978894,127704.95779399431,-0.13499121170184702,118463712792.03545,103.87672522186244,91.87055573070562
2009410.1799720926,140191.3328721775,-0.02450194487553392,181110204607.95825,104.65948444112936,90.8857195348912
2094145.0963850236,162906.5644759909,0.055627955231596415,259703200043.2431,105.49428253543368,90.22606290969244
1715649.9215831722,127801.95213371667,-0.06613106048272871,144460544174.66342,103.76796901524607,87.68140997510876
2713015.277277899,168427.65696558036,-0.2809150074269711,223828072794.04825,104.21361844549361,98.52524271564347
2193365.53385982,148289.36768424214,0.020135968665391524,9869675434.13964,105.02678190874437,91.57310482830448
1570393.683002579,128097.98242925557,0.11490367969264043,65528733650.4361,104.34719490526598,89.82942165935295
1628279.6865420092,129361.2498037066,0.1816922935963346,88206357267.99744,105.03209135242562,87.66119767703137
3035808.687099638,197041.0391723716,-0.14940678136817567,383638533435.9134,104.4969516473635,95.36416140464647
1951320.3270364655,128599.6194565967,-0.42735030846290045,239524952606.40414,104.82957678905802,94.08125050199234
1567708.5224522918,117919.42354394784,0.14910809002710954,41114426343.18645,104.03389542352238,89.52877845861177
1239285.7112382913,122264.8487464745,0.23104602001826882,113209034457.18993,105.00073989108665,85.14590779376195
1367840.1204164226,133162.83637728743,0.15262296553972554,195962282281.62656,104.11504656380335,87.76180271344816
1963816.7352102767,152483.10833968723,0.1724078837866472,170001371956.6257,104.20062274866191,87.31386716066523
2050475.328333091,159166.0821741413,-0.22976255316008135,184832791688.65076,104.2458750419585,92.36185267411483
2823969.572616017,204842.52231352602,-0.1166674594863191,224964183791.85446,105.55405443991503,92.72332250699006
1281675.6041999054,131014.01227242526,0.1958596415394326,173337711724.27078,104.80997627341782,87.19490262240072
1283650.1281711766,127478.05667861487,0.20568458050683056,144389805016.7692,104.47801988875517,86.61041993252908
1150573.4299921393,117480.4179478965,0.21400515991257327,38653836874.64486,104.2549702722693,87.47449451753053
1837672.0843350142,135110.07085644518,0.19318734363310228,115039319374.28947,104.08159279570715,89.04685908201412
1875507.6796625294,147311.97828154356,-0.05721894615765838,8102162997.316306,105.36454658215585,92.36784555009945
2077740.6234683248,150682.3731282284,-0.02194717536670876,38048542423.02983,104.33232499961834,91.95007043432317
1853724.9572269302,156561.84469543662,-0.004657673585244854,249006452592.4789,104.71915802970244,91.09039630559425
2735771.479225066,164049.22216467396,-0.5801698314061154,116469566899.35083,104.63191064242609,99.10726248027937
1861620.1012228876,131404.96409658674,0.23606108112839969,9220336625.31887,104.71314498184009,85.55304862224325
2306834.372883151,148076.88996266693,-0.2174142729693587,116843236125.97365,104.42712796729857,95.8082485890057
2107410.3709679362,157296.84978565792,-0.29081010041667943,14078541512.371061,105.50910475032413,92.45983718992497
3146535.502909955,202717.62591108988,-0.811275460525299,368274826301.71173,103.809434148976,105.55084499979671
2282799.4376766016,149359.20768054953,-0.19569069440299225,64584881675.89861,103.8154312717766,96.16778654674287
1681810.1831949162,132943.0352523452,-0.0745705914259053,10917146293.922201,103.7133330899589,89.24673386506834
2665839.9486322775,202987.2374473121,-0.028189186478048744,224174407354.83533,105.90061538970633,93.04831692719092
